"ID","Filum","Clase","Orden","Familia","Género","Especie trófica","Nombre común","Hábitat","Dominio","Referencia",""
"92","Bryozoa","Gymnolaemata ","Cheilostomatida","Cellariidae","Cellaria","Cellaria","","","","Gutt, J., Helsen, E., Arntz, W., & Buschmann, A. (1999). Biodiversity and community structure of the mega-epibenthos in the Magellan area (South America). Scientia Marina, 63(S1), 155-170.",""
"93","Bryozoa","Gymnolaemata ","Cheilostomatida","Adeonidae ","Adeonella","Adeonella","","","","Gutt, J., Helsen, E., Arntz, W., & Buschmann, A. (1999). Biodiversity and community structure of the mega-epibenthos in the Magellan area (South America). Scientia Marina, 63(S1), 155-170.",""
"94","Cnidaria","Hydrozoa","Anthoathecata ","Stylasteridae","N/A","Stylasteridae","","","","Gutt, J., Helsen, E., Arntz, W., & Buschmann, A. (1999). Biodiversity and community structure of the mega-epibenthos in the Magellan area (South America). Scientia Marina, 63(S1), 155-170.",""
"95","Cnidaria","Anthozoa","Scleractinaria","N/A","N/A","Scleractinaria","","","","Gutt, J., Helsen, E., Arntz, W., & Buschmann, A. (1999). Biodiversity and community structure of the mega-epibenthos in the Magellan area (South America). Scientia Marina, 63(S1), 155-170.",""
"96","Cnidaria","Anthozoa","Pennatularia","N/A","N/A","Pennatularia","","","","Gutt, J., Helsen, E., Arntz, W., & Buschmann, A. (1999). Biodiversity and community structure of the mega-epibenthos in the Magellan area (South America). Scientia Marina, 63(S1), 155-170.",""
"97","Mollusca","Bivalvia","Mytilida","Mytilidae ","Aulacomya","Aulacomya_ater","","","","Gutt, J., Helsen, E., Arntz, W., & Buschmann, A. (1999). Biodiversity and community structure of the mega-epibenthos in the Magellan area (South America). Scientia Marina, 63(S1), 155-170.",""
"98","Mollusca","Cephalopoda","Octopoda","N/A","N/A","Octopoda","","","","Gutt, J., Helsen, E., Arntz, W., & Buschmann, A. (1999). Biodiversity and community structure of the mega-epibenthos in the Magellan area (South America). Scientia Marina, 63(S1), 155-170.",""
"99","Annelida","Polychaeta","Echiuroidea","N/A","N/A","Echiuroidea","","","","Gutt, J., Helsen, E., Arntz, W., & Buschmann, A. (1999). Biodiversity and community structure of the mega-epibenthos in the Magellan area (South America). Scientia Marina, 63(S1), 155-170.",""
"100","Annelida","Polychaeta ","N/A","Maldanidae","Praxilla","Praxilla","","","","Gutt, J., Helsen, E., Arntz, W., & Buschmann, A. (1999). Biodiversity and community structure of the mega-epibenthos in the Magellan area (South America). Scientia Marina, 63(S1), 155-170.",""
"101","Arthropoda","Malacostraca","Decapoda ","Lithodidae","Paralomis","Paralomis_granulosa","","","","Gutt, J., Helsen, E., Arntz, W., & Buschmann, A. (1999). Biodiversity and community structure of the mega-epibenthos in the Magellan area (South America). Scientia Marina, 63(S1), 155-170.",""
"102","Echinodermata","Asteroidea","Valvatida","Asterinidae ","Cycethra","Cycethra_verrucosa","","","","Gutt, J., Helsen, E., Arntz, W., & Buschmann, A. (1999). Biodiversity and community structure of the mega-epibenthos in the Magellan area (South America). Scientia Marina, 63(S1), 155-170.",""
"103","Echinodermata","Asteroidea","Valvatida","Asterinidae ","Ganeria","Ganeria_falklandica","","","","Gutt, J., Helsen, E., Arntz, W., & Buschmann, A. (1999). Biodiversity and community structure of the mega-epibenthos in the Magellan area (South America). Scientia Marina, 63(S1), 155-170.",""
"104","Echinodermata","Asteroidea","Valvatida","Goniasteridae","Ceramaster","Ceramaster","","","","Gutt, J., Helsen, E., Arntz, W., & Buschmann, A. (1999). Biodiversity and community structure of the mega-epibenthos in the Magellan area (South America). Scientia Marina, 63(S1), 155-170.",""
"105","Echinodermata","Asteroidea","Valvatida","Odontasteridae","Odontaster","Odontaster","","","","Gutt, J., Helsen, E., Arntz, W., & Buschmann, A. (1999). Biodiversity and community structure of the mega-epibenthos in the Magellan area (South America). Scientia Marina, 63(S1), 155-170.",""
"106","Echinodermata","Ophiuroidea","Ophioscolecida ","Ophioscolecidae ","Ophioscolex","Ophioscolex_nutrix","","","","Gutt, J., Helsen, E., Arntz, W., & Buschmann, A. (1999). Biodiversity and community structure of the mega-epibenthos in the Magellan area (South America). Scientia Marina, 63(S1), 155-170.",""
"107","Echinodermata","Ophiuroidea","Euryalida ","Gorgonocephalidae ","Gorgonocephalus","Gorgonocephalus_chilensis","","","","Gutt, J., Helsen, E., Arntz, W., & Buschmann, A. (1999). Biodiversity and community structure of the mega-epibenthos in the Magellan area (South America). Scientia Marina, 63(S1), 155-170.",""
"108","Chordata","Actinopteri","Perciformes ","Congiopodidae ","Congiopodus","Congiopodus_peruvianus","","","","Gutt, J., Helsen, E., Arntz, W., & Buschmann, A. (1999). Biodiversity and community structure of the mega-epibenthos in the Magellan area (South America). Scientia Marina, 63(S1), 155-170.",""
"109","Chordata","Actinopteri","Gadiformes","Macrouridae","Coelorhinchus","Coelorhinchus_fasciatus","","","","Gutt, J., Helsen, E., Arntz, W., & Buschmann, A. (1999). Biodiversity and community structure of the mega-epibenthos in the Magellan area (South America). Scientia Marina, 63(S1), 155-170.",""
"110","Chordata","Actinopteri","Gadiformes","Moridae ","Lepidion","Lepidion_ensiferus","","","","Gutt, J., Helsen, E., Arntz, W., & Buschmann, A. (1999). Biodiversity and community structure of the mega-epibenthos in the Magellan area (South America). Scientia Marina, 63(S1), 155-170.",""
"111","Chordata","Actinopteri","Gadiformes","Macrouridae","N/A","Macrouridae","","","","Gutt, J., Helsen, E., Arntz, W., & Buschmann, A. (1999). Biodiversity and community structure of the mega-epibenthos in the Magellan area (South America). Scientia Marina, 63(S1), 155-170.",""
"112","Chordata","Myxini","Myxiniformes","Myxinidae","N/A","Myxinidae","","","","Gutt, J., Helsen, E., Arntz, W., & Buschmann, A. (1999). Biodiversity and community structure of the mega-epibenthos in the Magellan area (South America). Scientia Marina, 63(S1), 155-170.",""
"113","Chordata","Actinopteri","Perciformes ","Bovichtidae ","N/A","Bovichtidae ","","","","Gutt, J., Helsen, E., Arntz, W., & Buschmann, A. (1999). Biodiversity and community structure of the mega-epibenthos in the Magellan area (South America). Scientia Marina, 63(S1), 155-170.",""
"114","Chordata","Elasmobranchii ","Rajiformes","Rajidae","N/A","Rajidae","","","","Gutt, J., Helsen, E., Arntz, W., & Buschmann, A. (1999). Biodiversity and community structure of the mega-epibenthos in the Magellan area (South America). Scientia Marina, 63(S1), 155-170.",""
"115","Ochrophyta ","Phaeophyceae ","Desmarestiales ","Desmarestiaceae","Desmarestia","Desmarestia_confervoides","","","","Gutt, J., Helsen, E., Arntz, W., & Buschmann, A. (1999). Biodiversity and community structure of the mega-epibenthos in the Magellan area (South America). Scientia Marina, 63(S1), 155-170.",""
"116","Ochrophyta ","Phaeophyceae ","Desmarestiales ","Desmarestiaceae","Desmarestia","Desmarestia_distans","","","","Gutt, J., Helsen, E., Arntz, W., & Buschmann, A. (1999). Biodiversity and community structure of the mega-epibenthos in the Magellan area (South America). Scientia Marina, 63(S1), 155-170.",""
"117","Ochrophyta ","Phaeophyceae ","Desmarestiales ","Desmarestiaceae","Desmarestia","Desmarestia_anceps","","","","Gutt, J., Helsen, E., Arntz, W., & Buschmann, A. (1999). Biodiversity and community structure of the mega-epibenthos in the Magellan area (South America). Scientia Marina, 63(S1), 155-170.",""
"118","Chordata","Actinopteri","Clupeiformes","Clupeidae","Sprattus","Sprattus_fueguensis","","","","BERNAL, R., & BALBONTÍN, F. (2003). Distribución y abundancia de las larvas de peces desde el Estrecho de Magallanes hasta el Cabo de Hornos, Chile. Revista Ciencia y Tecnología del Mar, 26, 1.",""
"119","Chordata","Actinopteri","Argentiniformes ","Bathylagidae ","Bathylagichthys","Bathylagichthys_parini","","","","BERNAL, R., & BALBONTÍN, F. (2003). Distribución y abundancia de las larvas de peces desde el Estrecho de Magallanes hasta el Cabo de Hornos, Chile. Revista Ciencia y Tecnología del Mar, 26, 1.",""
"120","Chordata","Actinopteri","Gadiformes","Muraenolepididae","Muraenolepis","Muraenolepis","","","","BERNAL, R., & BALBONTÍN, F. (2003). Distribución y abundancia de las larvas de peces desde el Estrecho de Magallanes hasta el Cabo de Hornos, Chile. Revista Ciencia y Tecnología del Mar, 26, 1.",""
"121","Chordata","Actinopteri","Gadiformes","Merlucciidae","Macruronus","Macruronus_magellanicus","Merluza de cola","Demersal","","BERNAL, R., & BALBONTÍN, F. (2003). Distribución y abundancia de las larvas de peces desde el Estrecho de Magallanes hasta el Cabo de Hornos, Chile. Revista Ciencia y Tecnología del Mar, 26, 1.",""
"122","Chordata","Actinopteri","Perciformes ","Sebastidae ","Sebastes","Sebastes_capensis","","","","BERNAL, R., & BALBONTÍN, F. (2003). Distribución y abundancia de las larvas de peces desde el Estrecho de Magallanes hasta el Cabo de Hornos, Chile. Revista Ciencia y Tecnología del Mar, 26, 1.",""
"123","Chordata","Actinopteri","Perciformes ","Agonidae ","Agonopsis","Agonopsis_chiloensis","","","","BERNAL, R., & BALBONTÍN, F. (2003). Distribución y abundancia de las larvas de peces desde el Estrecho de Magallanes hasta el Cabo de Hornos, Chile. Revista Ciencia y Tecnología del Mar, 26, 1.",""
"124","Chordata","Actinopteri","Perciformes ","Liparidae","Paraliparis","Paraliparis_anarthractae","","","","BERNAL, R., & BALBONTÍN, F. (2003). Distribución y abundancia de las larvas de peces desde el Estrecho de Magallanes hasta el Cabo de Hornos, Chile. Revista Ciencia y Tecnología del Mar, 26, 1.",""
"125","Chordata","Actinopteri","Perciformes ","Nototheniidae","N/A","Nototheniidae","","","","BERNAL, R., & BALBONTÍN, F. (2003). Distribución y abundancia de las larvas de peces desde el Estrecho de Magallanes hasta el Cabo de Hornos, Chile. Revista Ciencia y Tecnología del Mar, 26, 1.",""
"126","Chordata","Actinopteri","Perciformes ","Harpagiferidae","Harpagifer ","Harpagifer_bispinnis","","","","BERNAL, R., & BALBONTÍN, F. (2003). Distribución y abundancia de las larvas de peces desde el Estrecho de Magallanes hasta el Cabo de Hornos, Chile. Revista Ciencia y Tecnología del Mar, 26, 1.",""
"127","Chordata","Actinopteri","Blenniiformes ","Clinidae ","Blennioclinus ","Blennioclinus ","","","","BERNAL, R., & BALBONTÍN, F. (2003). Distribución y abundancia de las larvas de peces desde el Estrecho de Magallanes hasta el Cabo de Hornos, Chile. Revista Ciencia y Tecnología del Mar, 26, 1.",""
"128","Chordata","Actinopteri","Pleuronectiformes","Paralichthyidae","Hippoglossina","Hippoglossina","","","","BERNAL, R., & BALBONTÍN, F. (2003). Distribución y abundancia de las larvas de peces desde el Estrecho de Magallanes hasta el Cabo de Hornos, Chile. Revista Ciencia y Tecnología del Mar, 26, 1.",""
"129","Chordata","Actinopterygii","Myctophiformes","Myctophidae","Electrona","Electrona_antartica","","","","Arata, J., Robertson, G., Valencia, J., Xavier, J. C., & Moreno, C. A. (2004). Diet of grey-headed albatrosses at the Diego Ramírez Islands, Chile: ecological implications. Antarctic Science, 16(3), 263-275.",""
"130","Chordata","Actinopterygii","Myctophiformes","Myctophidae","Electrona","Electrona_carlsbergi","","","","Arata, J., Robertson, G., Valencia, J., Xavier, J. C., & Moreno, C. A. (2004). Diet of grey-headed albatrosses at the Diego Ramírez Islands, Chile: ecological implications. Antarctic Science, 16(3), 263-275.",""
"131","Chordata","Actinopterygii","Myctophiformes","Myctophidae","Gymnoscopelus","Gymnoscopelus_fraseri","","","","Arata, J., Robertson, G., Valencia, J., Xavier, J. C., & Moreno, C. A. (2004). Diet of grey-headed albatrosses at the Diego Ramírez Islands, Chile: ecological implications. Antarctic Science, 16(3), 263-275.",""
"132","Chordata","Actinopterygii","Myctophiformes","Myctophidae","Gymnoscopelus","Gymnoscopelus_hintonoides","","","","Arata, J., Robertson, G., Valencia, J., Xavier, J. C., & Moreno, C. A. (2004). Diet of grey-headed albatrosses at the Diego Ramírez Islands, Chile: ecological implications. Antarctic Science, 16(3), 263-275.",""
"133","Chordata","Actinopterygii","Myctophiformes","Myctophidae","Gymnoscopelus","Gymnoscopelus_nicholsi","","","","Arata, J., Robertson, G., Valencia, J., Xavier, J. C., & Moreno, C. A. (2004). Diet of grey-headed albatrosses at the Diego Ramírez Islands, Chile: ecological implications. Antarctic Science, 16(3), 263-275.",""
"134","Chordata","Actinopterygii","Myctophiformes","Myctophidae","Gymnoscopelus","Gymnoscopelus","","","","Arata, J., Robertson, G., Valencia, J., Xavier, J. C., & Moreno, C. A. (2004). Diet of grey-headed albatrosses at the Diego Ramírez Islands, Chile: ecological implications. Antarctic Science, 16(3), 263-275.",""
"135","Chordata","Actinopterygii","Myctophiformes","Myctophidae","Krefftichthys","Krefftichthys_andersoni","","","","Arata, J., Robertson, G., Valencia, J., Xavier, J. C., & Moreno, C. A. (2004). Diet of grey-headed albatrosses at the Diego Ramírez Islands, Chile: ecological implications. Antarctic Science, 16(3), 263-275.",""
"136","Chordata","Actinopterygii","Gadiformes","Macrouridae","N/A","Macrouridae","","","","Arata, J., Robertson, G., Valencia, J., Xavier, J. C., & Moreno, C. A. (2004). Diet of grey-headed albatrosses at the Diego Ramírez Islands, Chile: ecological implications. Antarctic Science, 16(3), 263-275.",""
"137","Chordata","Actinopterygii","Gadiformes","Melanonidae","Melanonus","Melanonus_gracilis","","","","Arata, J., Robertson, G., Valencia, J., Xavier, J. C., & Moreno, C. A. (2004). Diet of grey-headed albatrosses at the Diego Ramírez Islands, Chile: ecological implications. Antarctic Science, 16(3), 263-275.",""
"138","Mollusca","Cephalopoda","Teuthida","Gonatidae","Gonatus","Gonatus_antarcticus","","","","Arata, J., Robertson, G., Valencia, J., Xavier, J. C., & Moreno, C. A. (2004). Diet of grey-headed albatrosses at the Diego Ramírez Islands, Chile: ecological implications. Antarctic Science, 16(3), 263-275.",""
"139","Mollusca","Cephalopoda","Oegopsida","Onychoteuthidae","Kondakovia ","Kondakovia _longimana","","","","Arata, J., Robertson, G., Valencia, J., Xavier, J. C., & Moreno, C. A. (2004). Diet of grey-headed albatrosses at the Diego Ramírez Islands, Chile: ecological implications. Antarctic Science, 16(3), 263-275.",""
"140","Mollusca","Cephalopoda","Oegopsida","Batotheutidae","Batoteuthis","Batoteuthis_skolops","","","","Arata, J., Robertson, G., Valencia, J., Xavier, J. C., & Moreno, C. A. (2004). Diet of grey-headed albatrosses at the Diego Ramírez Islands, Chile: ecological implications. Antarctic Science, 16(3), 263-275.",""
"141","Mollusca","Cephalopoda","Teuthida","Histioteuthidae","Histioteuthis","Histioteuthis","","","","Arata, J., Robertson, G., Valencia, J., Xavier, J. C., & Moreno, C. A. (2004). Diet of grey-headed albatrosses at the Diego Ramírez Islands, Chile: ecological implications. Antarctic Science, 16(3), 263-275.",""
"142","Mollusca","Cephalopoda","Oegopsida","Neoteuthidae","Alluroteuthis","Alluroteuthis_antarcticus","","","","Arata, J., Robertson, G., Valencia, J., Xavier, J. C., & Moreno, C. A. (2004). Diet of grey-headed albatrosses at the Diego Ramírez Islands, Chile: ecological implications. Antarctic Science, 16(3), 263-275.",""
"143","Mollusca","Cephalopoda","Oegopsida","Ommastrephidae","Martialia","Martialia_hyadesi","","","","Arata, J., Robertson, G., Valencia, J., Xavier, J. C., & Moreno, C. A. (2004). Diet of grey-headed albatrosses at the Diego Ramírez Islands, Chile: ecological implications. Antarctic Science, 16(3), 263-275.",""
"144","Mollusca","Cephalopoda","Oegopsida","Mastigoteuthidae","Mastigoteuthis","Mastigoteuthis_psychrophila","","","","Arata, J., Robertson, G., Valencia, J., Xavier, J. C., & Moreno, C. A. (2004). Diet of grey-headed albatrosses at the Diego Ramírez Islands, Chile: ecological implications. Antarctic Science, 16(3), 263-275.",""
"145","Mollusca","Cephalopoda","Oegopsida","Cranchiidae","Galiteuthis","Galiteuthis_glacialis","","","","Arata, J., Robertson, G., Valencia, J., Xavier, J. C., & Moreno, C. A. (2004). Diet of grey-headed albatrosses at the Diego Ramírez Islands, Chile: ecological implications. Antarctic Science, 16(3), 263-275.",""
"146","Mollusca","Cephalopoda","Oegopsida","Cranchiidae","Taonius","Taonius","","","","Arata, J., Robertson, G., Valencia, J., Xavier, J. C., & Moreno, C. A. (2004). Diet of grey-headed albatrosses at the Diego Ramírez Islands, Chile: ecological implications. Antarctic Science, 16(3), 263-275.",""
"147","Arthropoda","Malacostraca","Gammaridea","N/A","N/A","Gammaridea","","","","Arata, J., Robertson, G., Valencia, J., Xavier, J. C., & Moreno, C. A. (2004). Diet of grey-headed albatrosses at the Diego Ramírez Islands, Chile: ecological implications. Antarctic Science, 16(3), 263-275.",""
"148","Arthropoda","Malacostraca","Amphipoda","Hyperiidae","Themisto","Themisto_gaudicahudii","","","","Arata, J., Robertson, G., Valencia, J., Xavier, J. C., & Moreno, C. A. (2004). Diet of grey-headed albatrosses at the Diego Ramírez Islands, Chile: ecological implications. Antarctic Science, 16(3), 263-275.",""
"149","Arthropoda","Malacostraca","Isopoda","Anuropidae","Anuropus","Anuropus_antarcticus","","","","Arata, J., Robertson, G., Valencia, J., Xavier, J. C., & Moreno, C. A. (2004). Diet of grey-headed albatrosses at the Diego Ramírez Islands, Chile: ecological implications. Antarctic Science, 16(3), 263-275.",""
"150","Arthropoda","Malacostraca","Decapoda","Acanthephyridae","Acanthephyra ","Acanthephyra _pelagica","","","","Arata, J., Robertson, G., Valencia, J., Xavier, J. C., & Moreno, C. A. (2004). Diet of grey-headed albatrosses at the Diego Ramírez Islands, Chile: ecological implications. Antarctic Science, 16(3), 263-275.",""
